"","x"
"5879","CD8 effector"
"5880","CD4 naive I"
"5881","Non classical monocytes"
"5882","Classical monocytes"
"5883","CD4 memory"
"5884","CD8 naive"
"5885","CD4 naive I"
"5886","CD4 naive I"
"5887","CD4 naive I"
"5888","CD4 naive I"
"5889","Classical monocytes"
"5890","CD56dim CD16bright NK"
"5891","CD8 memory"
"5892","CD4 memory"
"5893","MAIT-NKT cells"
"5894","CD4 naive II"
"5895","CD4 naive I"
"5896","CD4 memory"
"5897","Classical monocytes"
"5898","CD56dim CD16bright NK"
"5899","CD56dim CD16bright NK"
"5900","CD4 memory"
"5901","CD8 effector"
"5902","CD8 effector"
"5903","CD8 naive"
"5904","CD8 effector"
"5905","CD8 naive"
"5906","CD4 naive I"
"5907","CD4 naive I"
"5908","CD8 naive"
"5909","CD4 naive I"
"5910","CD8 effector"
"5911","CD56dim CD16bright NK"
"5912","CD4 memory"
"5913","Naive B"
"5914","CD4 memory"
"5915","CD8 memory"
"5916","CD56dim CD16bright NK"
"5917","Classical monocytes"
"5918","CD8 memory"
"5919","CD56dim CD16bright NK"
"5920","CD8 effector"
"5921","CD8 naive"
"5922","CD56dim CD16bright NK"
"5923","CD8 naive"
"5924","gdT cells"
"5925","gdT cells"
"5926","CD4 naive II"
"5927","Neutrophils"
"5928","CD8 naive"
"5929","CD4 memory"
"5930","NK-T doublets"
"5931","CD4 naive I"
"5932","CD56bright CD16dim NK"
"5933","CD4 memory"
"5934","Proliferating T and NK cell"
"5935","CD8 effector"
"5936","CD56dim CD16bright NK"
"5937","Classical monocytes"
"5938","CD56bright CD16dim NK"
"5939","CD8 effector"
"5940","CD56bright CD16dim NK"
"5941","Naive B"
"5942","MAIT-NKT cells"
"5943","Classical monocytes"
"5944","CD4 memory"
"5945","CD56dim CD16bright NK"
"5946","CD4 naive II"
"5947","CD4 naive I"
"5948","CD8 effector"
"5949","Non classical monocytes"
"5950","Classical monocytes"
"5951","CD4 naive I"
"5952","CD56dim CD16bright NK"
"5953","CD4 memory"
"5954","CD8 naive"
"5955","CD4 naive II"
"5956","Classical monocytes"
"5957","CD8 effector"
"5958","CD8 naive"
"5959","MAIT-NKT cells"
"5960","CD8 naive"
"5961","Naive B"
"5962","CD4 memory"
"5963","CD8 effector"
"5964","CD4 naive I"
"5965","CD4 naive I"
"5966","Classical monocytes"
"5967","CD4 naive I"
"5968","CD4 naive II"
"5969","CD4 memory"
"5970","CD4 naive I"
"5971","CD8 effector"
"5972","CD8 memory"
"5973","CD8 effector"
"5974","CD8 memory"
"5975","CD8 effector"
"5976","CD4 naive I"
"5977","Classical monocytes"
"5978","CD4 memory"
"5979","CD4 naive I"
"5980","CD8 naive"
"5981","Neutrophils"
"5982","CD4 memory"
"5983","NK-T doublets"
"5984","MAIT-NKT cells"
"5985","CD8 effector"
"5986","CD4 naive II"
"5987","CD8 effector"
"5988","CD8 effector"
"5989","CD8 naive"
"5990","CD8 effector"
"5991","Classical monocytes"
"5992","CD8 naive"
"5993","CD8 effector"
"5994","CD4 naive II"
"5995","CD56dim CD16bright NK"
"5996","CD4 naive I"
"5997","CD4 naive II"
"5998","CD4 memory"
"5999","CD8 naive"
"6000","MAIT-NKT cells"
"6001","CD8 effector"
"6002","CD4 memory"
"6003","CD4 naive I"
"6004","CD4 naive I"
"6005","CD4 memory"
"6006","MAIT-NKT cells"
"6007","CD8 memory"
"6008","CD4 memory"
"6009","Classical monocytes"
"6010","Naive B"
"6011","CD4 memory"
"6012","CD4 naive I"
"6013","Non classical monocytes"
"6014","MAIT-NKT cells"
"6015","CD8 effector"
"6016","CD4 naive II"
"6017","CD8 memory"
"6018","CD4 and CD8 activated memory"
"6019","CD56dim CD16bright NK"
"6020","MAIT-NKT cells"
"6021","CD56dim CD16bright NK"
"6022","CD4 naive I"
"6023","CD8 naive"
"6024","CD8 naive"
"6025","CD8 effector"
"6026","CD56bright CD16dim NK"
"6027","CD4 naive I"
"6028","Classical monocytes"
"6029","Naive B"
"6030","CD4 naive II"
"6031","CD8 effector"
"6032","CD56dim CD16bright NK"
"6033","CD8 effector"
"6034","CD8 effector"
"6035","CD4 naive II"
"6036","CD8 effector"
"6037","gdT cells"
"6038","Classical monocytes"
"6039","Neutrophils"
"6040","CD8 naive"
"6041","gdT cells"
"6042","CD8 naive"
"6043","CD4 and CD8 activated memory"
"6044","Classical monocytes"
"6045","CD56dim CD16bright NK"
"6046","CD8 effector"
"6047","CD4 memory"
"6048","CD8 naive"
"6049","CD4 memory"
"6050","CD56dim CD16bright NK"
"6051","CD8 effector"
"6052","CD4 naive II"
"6053","CD4 naive II"
"6054","CD4 memory"
"6055","CD4 memory"
"6056","CD8 effector"
"6057","Classical monocytes"
"6058","CD8 memory"
"6059","Classical monocytes"
"6060","Neutrophils"
"6061","CD4 naive I"
"6062","CD4 memory"
"6063","Classical monocytes"
"6064","Classical monocytes"
"6065","CD4 naive I"
"6066","CD56dim CD16bright NK"
"6067","CD8 effector"
"6068","CD8 effector"
"6069","CD4 memory"
"6070","CD56dim CD16bright NK"
"6071","CD56bright CD16dim NK"
"6072","conventional DC"
"6073","CD8 effector"
"6074","CD8 effector"
"6075","Non classical monocytes"
"6076","Non classical monocytes"
"6077","Classical monocytes"
"6078","Platelet-bound monocytes"
"6079","CD8 effector"
"6080","CD4 memory"
"6081","CD4 memory"
"6082","gdT cells"
"6083","gdT cells"
"6084","CD56bright CD16dim NK"
"6085","Naive B"
"6086","CD4 naive II"
"6087","CD8 memory"
"6088","CD4 naive I"
"6089","Naive B"
"6090","CD8 effector"
"6091","CD8 naive"
"6092","CD8 naive"
"6093","CD8 memory"
"6094","Naive B"
"6095","CD4 naive I"
"6096","CD8 effector"
"6097","CD8 effector"
"6098","CD8 naive"
"6099","CD8 naive"
"6100","CD4 naive I"
"6101","CD8 effector"
"6102","CD4 memory"
"6103","CD4 naive II"
"6104","gdT cells"
"6105","CD4 naive II"
"6106","CD8 naive"
"6107","CD8 effector"
"6108","CD4 naive II"
"6109","CD56dim CD16bright NK"
"6110","CD4 naive II"
"6111","CD8 memory"
"6112","CD8 effector"
"6113","CD8 naive"
"6114","CD4 naive II"
"6115","CD8 effector"
"6116","CD8 naive"
"6117","CD4 memory"
"6118","CD4 naive I"
"6119","CD56dim CD16bright NK"
"6120","CD4 naive II"
"6121","CD56dim CD16bright NK"
"6122","CD4 memory"
"6123","CD4 naive I"
"6124","gdT cells"
"6125","Classical monocytes"
"6126","CD8 effector"
"6127","CD8 effector"
"6128","CD56dim CD16bright NK"
"6129","Regulatory T cells"
"6130","CD4 memory"
"6131","CD56dim CD16bright NK"
"6132","CD8 memory"
"6133","CD8 effector"
"6134","CD8 effector"
"6135","CD4 naive II"
"6136","CD56bright CD16dim NK"
"6137","CD4 naive II"
"6138","CD4 naive II"
"6139","CD4 naive I"
"6140","gdT cells"
"6141","CD8 naive"
"6142","Naive B"
"6143","CD56bright CD16dim NK"
"6144","Classical monocytes"
"6145","CD8 memory"
"6146","CD4 memory"
"6147","CD8 naive"
"6148","Classical monocytes"
"6149","CD4 naive I"
"6150","CD8 naive"
"6151","CD4 memory"
"6152","Classical monocytes"
"6153","CD8 naive"
"6154","CD4 naive I"
"6155","CD4 naive I"
"6156","CD8 naive"
"6157","CD4 naive II"
"6158","CD4 and CD8 activated memory"
"6159","CD4 naive I"
"6160","CD4 memory"
"6161","CD8 effector"
"6162","Classical monocytes"
"6163","CD4 naive II"
"6164","CD4 memory"
"6165","CD8 effector"
"6166","CD56dim CD16bright NK"
"6167","MAIT-NKT cells"
"6168","CD4 memory"
"6169","CD8 memory"
"6170","CD4 naive II"
"6171","Classical monocytes"
"6172","Classical monocytes"
"6173","CD4 memory"
"6174","CD56dim CD16bright NK"
"6175","CD56dim CD16bright NK"
"6176","Classical monocytes"
"6177","CD4 memory"
"6178","CD8 naive"
"6179","CD4 naive I"
"6180","CD4 naive I"
"6181","CD4 naive II"
"6182","CD4 memory"
"6183","gdT cells"
"6184","CD8 naive"
"6185","Classical monocytes"
"6186","Neutrophils"
"6187","CD56dim CD16bright NK"
"6188","CD8 memory"
"6189","CD56dim CD16bright NK"
"6190","CD4 naive I"
"6191","Classical monocytes"
"6192","CD56dim CD16bright NK"
"6193","CD8 naive"
"6194","Memory B"
"6195","Classical monocytes"
"6196","CD4 naive II"
"6197","CD8 effector"
"6198","CD8 naive"
"6199","CD4 naive II"
"6200","CD8 memory"
"6201","CD4 memory"
"6202","Classical monocytes"
"6203","CD8 memory"
"6204","CD4 memory"
"6205","CD4 memory"
"6206","CD4 memory"
"6207","CD4 naive I"
"6208","MAIT-NKT cells"
"6209","Classical monocytes"
"6210","CD56dim CD16bright NK"
"6211","Non classical monocytes"
"6212","CD8 effector"
"6213","CD4 naive II"
"6214","CD4 memory"
"6215","CD8 effector"
"6216","CD8 effector"
"6217","Classical monocytes"
"6218","Regulatory T cells"
"6219","CD4 memory"
"6220","CD4 naive I"
"6221","Classical monocytes"
"6222","CD8 memory"
"6223","CD56dim CD16bright NK"
"6224","CD4 naive I"
"6225","CD56dim CD16bright NK"
"6226","Naive B"
"6227","Classical monocytes"
"6228","CD56dim CD16bright NK"
"6229","CD4 memory"
"6230","CD8 effector"
"6231","CD8 naive"
"6232","Classical monocytes"
"6233","Platelets"
"6234","CD8 memory"
"6235","Regulatory T cells"
"6236","Neutrophils"
"6237","CD4 naive II"
"6238","CD8 effector"
"6239","CD4 memory"
"6240","CD8 naive"
"6241","CD8 effector"
"6242","Neutrophils"
"6243","CD8 effector"
"6244","CD4 naive II"
"6245","CD4 memory"
"6246","CD4 memory"
"6247","CD4 memory"
"6248","CD4 naive II"
"6249","CD4 naive II"
"6250","CD8 effector"
"6251","CD8 effector"
"6252","CD8 naive"
"6253","CD8 naive"
"6254","CD8 effector"
"6255","Memory B"
"6256","CD4 naive II"
"6257","CD56dim CD16bright NK"
"6258","CD8 memory"
"6259","CD56dim CD16bright NK"
"6260","Non classical monocytes"
"6261","CD8 effector"
"6262","MAIT-NKT cells"
"6263","CD4 naive I"
"6264","CD8 effector"
"6265","CD56dim CD16bright NK"
"6266","CD8 naive"
"6267","CD4 memory"
"6268","CD4 naive I"
"6269","CD8 naive"
"6270","CD4 memory"
"6271","Platelet-bound monocytes"
"6272","CD56dim CD16bright NK"
"6273","CD4 naive II"
"6274","CD4 memory"
"6275","CD56bright CD16dim NK"
"6276","Classical monocytes"
"6277","CD8 naive"
"6278","CD8 effector"
"6279","CD8 naive"
"6280","CD4 naive II"
"6281","T-NK-B cell doublets"
"6282","CD8 effector"
"6283","CD56dim CD16bright NK"
"6284","Classical monocytes"
"6285","CD8 naive"
"6286","Classical monocytes"
"6287","CD8 effector"
"6288","CD56bright CD16dim NK"
"6289","CD8 effector"
"6290","CD4 memory"
"6291","CD56dim CD16bright NK"
"6292","CD56dim CD16bright NK"
"6293","CD8 effector"
"6294","CD8 effector"
"6295","gdT cells"
"6296","Classical monocytes"
"6297","CD8 memory"
"6298","CD8 naive"
"6299","Regulatory T cells"
"6300","CD4 memory"
"6301","CD8 naive"
"6302","Classical monocytes"
"6303","CD4 naive I"
"6304","Naive B"
"6305","CD8 memory"
"6306","CD8 effector"
"6307","CD4 memory"
"6308","CD8 effector"
"6309","CD8 effector"
"6310","CD4 naive II"
"6311","CD4 memory"
"6312","Classical monocytes"
"6313","conventional DC"
"6314","CD56dim CD16bright NK"
"6315","CD8 naive"
"6316","CD4 naive I"
"6317","Neutrophils"
"6318","CD4 naive II"
"6319","CD8 naive"
"6320","CD4 naive I"
"6321","gdT cells"
"6322","CD4 memory"
"6323","CD56dim CD16bright NK"
"6324","CD8 effector"
"6325","Non classical monocytes"
"6326","CD4 memory"
"6327","Classical monocytes"
"6328","CD4 memory"
"6329","CD4 and CD8 activated memory"
"6330","CD4 naive I"
"6331","CD4 and CD8 activated memory"
"6332","Classical monocytes"
"6333","CD8 effector"
"6334","CD4 naive I"
"6335","CD8 effector"
"6336","CD4 memory"
"6337","Naive B"
"6338","CD4 naive I"
"6339","CD4 memory"
"6340","CD8 naive"
"6341","CD8 effector"
"6342","CD8 naive"
"6343","Classical monocytes"
"6344","CD4 naive II"
"6345","gdT cells"
"6346","MAIT-NKT cells"
"6347","Non classical monocytes"
"6348","CD56bright CD16dim NK"
"6349","CD56dim CD16bright NK"
"6350","Classical monocytes"
"6351","CD8 naive"
"6352","Classical monocytes"
"6353","CD4 naive I"
"6354","Classical monocytes"
"6355","CD4 memory"
"6356","CD4 naive I"
"6357","CD4 memory"
"6358","Non classical monocytes"
"6359","MAIT-NKT cells"
"6360","Naive B"
"6361","CD4 naive II"
"6362","CD8 naive"
"6363","CD4 memory"
"6364","CD8 naive"
"6365","CD4 memory"
"6366","CD56bright CD16dim NK"
"6367","Classical monocytes"
"6368","CD56dim CD16bright NK"
"6369","CD4 memory"
"6370","CD8 effector"
"6371","CD4 naive I"
"6372","CD8 naive"
"6373","CD4 naive I"
"6374","CD8 effector"
"6375","CD4 memory"
"6376","Regulatory T cells"
"6377","MAIT-NKT cells"
"6378","CD8 effector"
"6379","Naive B"
"6380","CD4 memory"
"6381","Non classical monocytes"
"6382","CD8 memory"
"6383","CD8 effector"
"6384","Memory B"
"6385","CD56dim CD16bright NK"
"6386","CD4 memory"
"6387","CD4 memory"
"6388","CD8 effector"
"6389","Regulatory T cells"
"6390","MAIT-NKT cells"
"6391","CD8 effector"
"6392","CD8 effector"
"6393","CD4 naive I"
"6394","Neutrophils"
"6395","CD4 naive I"
"6396","CD4 naive II"
"6397","Non classical monocytes"
"6398","CD4 memory"
"6399","MAIT-NKT cells"
"6400","CD56dim CD16bright NK"
"6401","CD4 naive I"
"6402","CD8 naive"
"6403","CD4 memory"
"6404","CD8 effector"
"6405","CD4 naive I"
"6406","CD4 naive I"
"6407","CD4 naive II"
"6408","gdT cells"
"6409","gdT cells"
"6410","CD4 naive I"
"6411","CD4 and CD8 activated memory"
"6412","CD4 naive II"
"6413","CD4 naive I"
"6414","CD56dim CD16bright NK"
"6415","CD4 naive I"
"6416","CD4 naive I"
"6417","CD4 naive I"
"6418","CD8 naive"
"6419","CD8 effector"
"6420","CD8 effector"
"6421","CD8 naive"
"6422","CD8 effector"
"6423","CD8 naive"
"6424","CD56dim CD16bright NK"
"6425","Naive B"
"6426","gdT cells"
"6427","Non classical monocytes"
"6428","CD8 effector"
"6429","CD56dim CD16bright NK"
"6430","CD56dim CD16bright NK"
"6431","Classical monocytes"
"6432","CD4 memory"
"6433","CD4 naive I"
"6434","CD8 naive"
"6435","CD4 memory"
"6436","CD4 naive I"
"6437","CD4 memory"
"6438","CD4 memory"
"6439","CD4 memory"
"6440","CD4 naive II"
"6441","CD4 memory"
"6442","CD8 naive"
"6443","CD4 naive II"
"6444","CD8 effector"
"6445","CD4 naive II"
"6446","CD4 and CD8 activated memory"
"6447","Classical monocytes"
"6448","Classical monocytes"
"6449","CD56dim CD16bright NK"
"6450","CD8 naive"
"6451","Classical monocytes"
"6452","CD8 naive"
"6453","CD4 naive II"
"6454","CD8 effector"
"6455","Classical monocytes"
"6456","CD8 effector"
"6457","CD8 effector"
"6458","Neutrophils"
"6459","CD8 memory"
"6460","CD8 naive"
"6461","Classical monocytes"
"6462","CD8 naive"
"6463","CD8 effector"
"6464","CD4 naive I"
"6465","CD4 memory"
"6466","gdT cells"
"6467","CD4 memory"
"6468","Classical monocytes"
"6469","T-NK-B cell doublets"
"6470","CD8 memory"
"6471","CD8 naive"
"6472","CD8 effector"
"6473","CD4 memory"
"6474","CD4 memory"
"6475","CD4 naive I"
"6476","gdT cells"
"6477","conventional DC"
"6478","CD8 effector"
"6479","CD4 naive II"
"6480","CD4 naive I"
"6481","CD8 effector"
"6482","CD4 naive I"
"6483","CD8 effector"
"6484","Classical monocytes"
"6485","CD4 memory"
"6486","CD4 naive I"
"6487","CD8 naive"
"6488","CD8 naive"
"6489","CD56dim CD16bright NK"
"6490","CD4 naive II"
"6491","Platelet-bound monocytes"
"6492","CD8 effector"
"6493","CD4 naive II"
"6494","CD8 effector"
"6495","CD4 and CD8 activated memory"
"6496","CD4 naive I"
"6497","CD8 effector"
"6498","CD4 naive II"
"6499","MAIT-NKT cells"
"6500","CD8 naive"
"6501","Neutrophils"
"6502","NK-T doublets"
"6503","Neutrophils"
"6504","Naive B"
"6505","CD56dim CD16bright NK"
"6506","Naive B"
"6507","Classical monocytes"
"6508","CD4 naive I"
"6509","CD8 effector"
"6510","CD56bright CD16dim NK"
"6511","Classical monocytes"
"6512","CD8 effector"
"6513","CD56dim CD16bright NK"
"6514","CD4 naive II"
"6515","CD4 naive I"
"6516","gdT cells"
"6517","CD4 naive I"
"6518","CD4 naive I"
"6519","CD4 naive I"
"6520","CD56dim CD16bright NK"
"6521","CD4 memory"
"6522","MAIT-NKT cells"
"6523","CD4 naive II"
"6524","CD4 memory"
"6525","CD8 naive"
"6526","Naive B"
"6527","CD8 naive"
"6528","Non classical monocytes"
"6529","CD56dim CD16bright NK"
"6530","CD8 naive"
"6531","CD4 naive II"
"6532","CD8 naive"
"6533","CD8 effector"
"6534","CD4 naive II"
"6535","Platelet-bound monocytes"
"6536","CD8 effector"
"6537","CD56dim CD16bright NK"
"6538","CD4 memory"
"6539","CD4 and CD8 activated memory"
"6540","CD8 effector"
"6541","Naive B"
"6542","CD4 and CD8 activated memory"
"6543","CD56dim CD16bright NK"
"6544","CD4 naive II"
"6545","Memory B"
"6546","CD4 memory"
"6547","CD8 memory"
"6548","CD8 naive"
"6549","CD8 naive"
"6550","CD4 naive I"
"6551","CD8 effector"
"6552","CD4 naive I"
"6553","CD8 naive"
"6554","T-NK-B cell doublets"
"6555","CD4 memory"
"6556","MAIT-NKT cells"
"6557","MAIT-NKT cells"
"6558","CD4 naive I"
"6559","CD56dim CD16bright NK"
"6560","Classical monocytes"
"6561","CD8 memory"
"6562","Neutrophils"
"6563","CD8 memory"
"6564","CD4 memory"
"6565","CD8 memory"
"6566","CD4 naive II"
"6567","CD8 effector"
"6568","Classical monocytes"
"6569","CD4 naive I"
"6570","CD8 effector"
"6571","CD8 naive"
"6572","CD4 naive II"
"6573","CD8 naive"
"6574","CD4 memory"
"6575","CD8 memory"
"6576","CD8 effector"
"6577","Memory B"
"6578","CD4 memory"
"6579","CD4 memory"
"6580","CD4 naive I"
"6581","gdT cells"
"6582","CD8 effector"
"6583","CD4 naive I"
"6584","CD8 effector"
"6585","CD4 naive I"
"6586","CD4 naive I"
"6587","Naive B"
"6588","Classical monocytes"
"6589","CD4 memory"
"6590","CD4 naive II"
"6591","CD56dim CD16bright NK"
"6592","CD8 effector"
"6593","Non classical monocytes"
"6594","CD8 effector"
"6595","CD8 effector"
"6596","CD4 naive II"
"6597","CD8 effector"
"6598","CD4 naive II"
"6599","CD8 effector"
"6600","Non classical monocytes"
"6601","CD4 memory"
"6602","CD4 naive I"
"6603","CD4 memory"
"6604","CD4 memory"
"6605","CD4 naive I"
"6606","gdT cells"
"6607","CD56dim CD16bright NK"
"6608","CD56dim CD16bright NK"
"6609","gdT cells"
"6610","CD8 naive"
"6611","CD4 memory"
"6612","Classical monocytes"
"6613","CD4 memory"
"6614","Classical monocytes"
"6615","Memory B"
"6616","CD4 naive I"
"6617","Classical monocytes"
"6618","CD8 naive"
"6619","CD8 effector"
"6620","CD4 naive I"
"6621","CD4 naive I"
"6622","CD8 naive"
"6623","Classical monocytes"
"6624","CD8 effector"
"6625","MAIT-NKT cells"
"6626","CD4 naive II"
"6627","Proliferating T and NK cell"
"6628","CD8 effector"
"6629","CD4 memory"
"6630","Naive B"
"6631","CD8 effector"
"6632","Plasma cells"
"6633","CD8 naive"
"6634","plasmacytoid DC"
"6635","CD8 naive"
"6636","CD8 effector"
"6637","CD8 naive"
"6638","Classical monocytes"
"6639","Classical monocytes"
"6640","CD4 naive I"
"6641","CD8 naive"
"6642","CD4 memory"
"6643","CD4 naive I"
"6644","CD56dim CD16bright NK"
"6645","gdT cells"
"6646","CD4 naive II"
"6647","CD56dim CD16bright NK"
"6648","CD8 naive"
"6649","CD8 memory"
"6650","CD4 naive I"
"6651","CD8 memory"
"6652","CD4 naive I"
"6653","Non classical monocytes"
"6654","CD4 naive II"
"6655","CD4 naive II"
"6656","CD4 memory"
"6657","conventional DC"
"6658","CD4 naive II"
"6659","CD8 effector"
"6660","CD4 naive I"
"6661","gdT cells"
"6662","CD56dim CD16bright NK"
"6663","CD4 naive I"
"6664","Naive B"
"6665","CD4 naive I"
"6666","CD8 effector"
"6667","CD4 memory"
"6668","Platelet-bound monocytes"
"6669","CD8 effector"
"6670","CD8 naive"
"6671","CD4 naive II"
"6672","CD8 naive"
"6673","CD8 effector"
"6674","CD4 naive II"
"6675","CD8 memory"
"6676","CD4 memory"
"6677","CD8 effector"
"6678","NK-monocyte doublets"
"6679","CD4 memory"
"6680","CD56dim CD16bright NK"
"6681","conventional DC"
"6682","CD8 naive"
"6683","CD8 naive"
"6684","CD4 naive I"
"6685","CD56dim CD16bright NK"
"6686","MAIT-NKT cells"
"6687","Naive B"
"6688","CD4 naive I"
"6689","Classical monocytes"
"6690","CD8 effector"
"6691","gdT cells"
"6692","CD56dim CD16bright NK"
"6693","MAIT-NKT cells"
"6694","CD4 naive I"
"6695","CD4 naive I"
"6696","CD4 naive II"
"6697","CD4 naive I"
"6698","CD8 naive"
"6699","CD8 effector"
"6700","CD8 effector"
"6701","CD4 naive I"
"6702","CD4 naive II"
"6703","CD4 memory"
"6704","CD56dim CD16bright NK"
"6705","CD8 naive"
"6706","Classical monocytes"
"6707","CD4 memory"
"6708","CD56bright CD16dim NK"
"6709","Classical monocytes"
"6710","Regulatory T cells"
"6711","CD8 effector"
"6712","Non classical monocytes"
"6713","CD8 naive"
"6714","CD8 effector"
"6715","Naive B"
"6716","CD8 naive"
"6717","Classical monocytes"
"6718","Classical monocytes"
"6719","CD4 naive II"
"6720","CD4 memory"
"6721","CD8 effector"
"6722","CD4 naive II"
"6723","Regulatory T cells"
"6724","CD8 effector"
"6725","MAIT-NKT cells"
"6726","CD8 effector"
"6727","CD4 naive I"
"6728","CD4 naive I"
"6729","CD4 naive I"
"6730","CD8 effector"
"6731","CD8 memory"
"6732","CD4 memory"
"6733","CD56dim CD16bright NK"
"6734","CD4 naive I"
"6735","CD4 memory"
"6736","CD4 memory"
"6737","CD4 memory"
"6738","CD4 memory"
"6739","CD56dim CD16bright NK"
"6740","CD8 effector"
"6741","CD4 memory"
"6742","Non classical monocytes"
"6743","CD4 naive I"
"6744","CD8 effector"
"6745","conventional DC"
"6746","CD4 naive I"
"6747","CD4 naive II"
"6748","CD4 memory"
"6749","CD4 naive II"
"6750","plasmacytoid DC"
"6751","CD4 naive I"
"6752","CD4 memory"
"6753","CD8 effector"
"6754","CD8 naive"
"6755","CD8 naive"
"6756","Classical monocytes"
"6757","CD4 naive I"
"6758","CD4 memory"
"6759","Classical monocytes"
"6760","Classical monocytes"
"6761","CD8 naive"
"6762","CD8 naive"
"6763","CD8 effector"
"6764","CD4 naive I"
"6765","CD8 effector"
"6766","CD4 naive I"
"6767","CD8 naive"
"6768","CD56dim CD16bright NK"
"6769","Proliferating T and NK cell"
"6770","gdT cells"
"6771","CD4 memory"
"6772","CD56dim CD16bright NK"
"6773","CD8 effector"
"6774","CD4 naive II"
"6775","Classical monocytes"
"6776","CD4 and CD8 activated memory"
"6777","CD4 naive II"
"6778","CD56dim CD16bright NK"
"6779","CD4 naive I"
"6780","CD4 memory"
"6781","CD4 naive II"
"6782","CD8 naive"
"6783","Non classical monocytes"
"6784","Classical monocytes"
"6785","CD4 naive I"
"6786","Non classical monocytes"
"6787","CD56dim CD16bright NK"
"6788","gdT cells"
"6789","CD4 naive II"
"6790","CD4 memory"
"6791","CD8 effector"
"6792","Classical monocytes"
"6793","CD8 memory"
"6794","CD8 effector"
"6795","CD4 naive I"
"6796","CD8 memory"
"6797","CD8 naive"
"6798","CD4 naive I"
"6799","CD56dim CD16bright NK"
"6800","CD4 naive I"
"6801","CD8 effector"
"6802","CD4 naive II"
"6803","Memory B"
"6804","CD4 naive I"
"6805","CD4 naive II"
"6806","CD4 naive I"
"6807","CD56bright CD16dim NK"
"6808","CD4 memory"
"6809","CD4 memory"
"6810","conventional DC"
"6811","CD8 effector"
"6812","CD4 naive II"
"6813","Neutrophils"
"6814","CD4 and CD8 activated memory"
"6815","Classical monocytes"
"6816","CD8 effector"
"6817","Neutrophils"
"6818","CD8 effector"
"6819","CD8 effector"
"6820","MAIT-NKT cells"
"6821","CD4 naive I"
"6822","CD8 effector"
"6823","CD4 naive I"
"6824","CD4 naive II"
"6825","CD4 naive II"
"6826","CD4 naive I"
"6827","Classical monocytes"
"6828","CD8 naive"
"6829","gdT cells"
"6830","Regulatory T cells"
"6831","Non classical monocytes"
"6832","Non classical monocytes"
"6833","CD8 effector"
"6834","CD8 naive"
"6835","T-NK-B cell doublets"
"6836","CD8 effector"
"6837","Classical monocytes"
"6838","CD4 naive I"
"6839","CD4 memory"
"6840","CD56dim CD16bright NK"
"6841","CD4 naive II"
"6842","CD4 naive I"
"6843","T-NK-B cell doublets"
"6844","CD4 naive I"
"6845","CD8 effector"
"6846","CD8 naive"
"6847","CD8 effector"
"6848","Platelet-bound monocytes"
"6849","MAIT-NKT cells"
"6850","CD4 naive I"
"6851","Classical monocytes"
"6852","CD56dim CD16bright NK"
"6853","CD8 effector"
"6854","conventional DC"
"6855","CD8 effector"
"6856","CD4 naive I"
"6857","Classical monocytes"
"6858","CD4 naive II"
"6859","Classical monocytes"
"6860","CD4 memory"
"6861","CD8 effector"
"6862","CD8 memory"
"6863","MAIT-NKT cells"
"6864","CD4 memory"
"6865","CD8 effector"
"6866","Non classical monocytes"
"6867","NK-T doublets"
"6868","CD4 memory"
"6869","CD4 memory"
"6870","CD4 naive II"
"6871","CD8 memory"
"6872","CD4 naive I"
"6873","CD8 effector"
"6874","CD4 naive I"
"6875","CD4 naive II"
"6876","conventional DC"
"6877","CD8 effector"
"6878","CD4 naive II"
"6879","Memory B"
"6880","CD4 naive II"
"6881","CD4 memory"
"6882","CD8 effector"
"6883","Neutrophils"
"6884","CD4 naive I"
"6885","CD4 memory"
"6886","CD4 naive II"
"6887","Classical monocytes"
"6888","CD8 memory"
"6889","Non classical monocytes"
"6890","CD8 naive"
"6891","CD8 naive"
"6892","CD8 effector"
"6893","CD4 naive I"
"6894","CD8 effector"
"6895","CD8 naive"
"6896","Classical monocytes"
"6897","CD4 memory"
"6898","CD4 memory"
"6899","CD4 naive I"
"6900","CD4 naive I"
"6901","CD56dim CD16bright NK"
"6902","CD4 naive II"
"6903","gdT cells"
"6904","CD8 effector"
"6905","Classical monocytes"
"6906","conventional DC"
"6907","Non classical monocytes"
"6908","CD4 naive I"
"6909","CD4 naive I"
"6910","gdT cells"
"6911","CD4 memory"
"6912","CD4 naive II"
"6913","CD4 naive II"
"6914","CD56dim CD16bright NK"
"6915","CD4 naive I"
"6916","CD4 naive I"
"6917","CD8 memory"
"6918","CD4 naive I"
"6919","CD56dim CD16bright NK"
"6920","MAIT-NKT cells"
"6921","CD4 memory"
"6922","CD8 naive"
"6923","Memory B"
"6924","Classical monocytes"
"6925","CD4 naive II"
"6926","CD8 naive"
"6927","Memory B"
"6928","CD4 naive II"
"6929","CD8 naive"
"6930","CD8 memory"
"6931","Classical monocytes"
"6932","CD8 naive"
"6933","CD8 naive"
"6934","CD4 memory"
"6935","CD4 naive I"
"6936","Proliferating T and NK cell"
"6937","Classical monocytes"
"6938","CD8 effector"
"6939","CD4 naive II"
"6940","Neutrophils"
"6941","CD8 effector"
"6942","Memory B"
"6943","CD56dim CD16bright NK"
"6944","CD56bright CD16dim NK"
"6945","CD4 naive I"
"6946","CD4 naive I"
"6947","CD4 naive I"
